h Machine_processed_jobs time_of_job_in_machine time_black_box job_class machine_time job_id machine_id
0.25 0.9 64 65.91999999999999 3 1154.17 9 2
0.25 0.9 85 87.55 3 1241.72 9 3
0.25 0.9 13 13.389999999999999 3 1255.1100000000001 9 4
0.25 0.95 94 94 1 1124.57 19 0
0.25 0.95 77 77 1 1201.57 19 1
0.25 0.95 40 40 1 1241.57 19 2
0.25 0.95 31 31 1 1272.72 19 3
0.25 0.95 28 28 1 1300.72 19 4
0.25 0.0 32 32 1 32 16 0
0.25 0.0 21 21 1 53 16 1
0.25 0.0 26 26 1 79 16 2
0.25 0.0 54 54 1 133 16 3
0.25 0.0 58 58 1 191 16 4
0.25 0.05 27 27 1 59 8 0
0.25 0.05 5 5 1 64 8 1
0.25 0.05 57 57 1 136 8 2
0.25 0.05 49 49 1 185 8 3
0.25 0.05 69 69 1 260 8 4
0.25 0.1 29 29 1 88 13 0
0.25 0.1 75 75 1 163 13 1
0.25 0.1 41 41 1 204 13 2
0.25 0.1 41 41 1 245 13 3
0.25 0.1 49 49 1 309 13 4
0.25 0.15 15 15 1 103 2 0
0.25 0.15 11 11 1 174 2 1
0.25 0.15 49 49 1 253 2 2
0.25 0.15 31 31 1 284 2 3
0.25 0.15 20 20 1 329 2 4
0.25 0.2 14 14 2 117 12 0
0.25 0.2 73 73 2 247 12 1
0.25 0.2 63 63 2 316 12 2
0.25 0.2 39 39 2 355 12 3
0.25 0.2 8 8 2 363 12 4
0.25 0.25 54 54.27 3 171.27 0 0
0.25 0.25 79 79.395 3 326.395 0 1
0.25 0.25 16 16.08 3 342.47499999999997 0 2
0.25 0.25 66 66.33 3 421.33 0 3
0.25 0.25 58 58.29 3 479.62 0 4
0.25 0.3 83 83 1 254.27 1 0
0.25 0.3 3 3 1 329.395 1 1
0.25 0.3 89 89 1 431.47499999999997 1 2
0.25 0.3 58 58 1 489.47499999999997 1 3
0.25 0.3 56 56 1 545.4749999999999 1 4
0.25 0.35 76 76 1 330.27 10 0
0.25 0.35 3 3 1 333.27 10 1
0.25 0.35 7 7 1 438.47499999999997 10 2
0.25 0.35 85 85 1 574.4749999999999 10 3
0.25 0.35 86 86 1 660.4749999999999 10 4
0.25 0.4 12 12 1 342.27 14 0
0.25 0.4 47 47 1 389.27 14 1
0.25 0.4 63 63 1 501.47499999999997 14 2
0.25 0.4 56 56 1 630.4749999999999 14 3
0.25 0.4 47 47 1 707.4749999999999 14 4
0.25 0.45 71 71 2 413.27 3 0
0.25 0.45 99 99 2 512.27 3 1
0.25 0.45 15 15 2 527.27 3 2
0.25 0.45 68 68 2 698.4749999999999 3 3
0.25 0.45 85 85 2 792.4749999999999 3 4
0.25 0.5 77 77 1 490.27 4 0
0.25 0.5 56 56 1 568.27 4 1
0.25 0.5 89 89 1 657.27 4 2
0.25 0.5 78 78 1 776.4749999999999 4 3
0.25 0.5 53 53 1 845.4749999999999 4 4
0.25 0.55 87 87 1 577.27 17 0
0.25 0.55 86 86 1 663.27 17 1
0.25 0.55 75 75 1 738.27 17 2
0.25 0.55 77 77 1 853.4749999999999 17 3
0.25 0.55 18 18 1 871.4749999999999 17 4
0.25 0.6 77 77.9625 2 655.2325 15 0
0.25 0.6 14 14.175 2 677.4449999999999 15 1
0.25 0.6 47 47.5875 2 785.8575 15 2
0.25 0.6 40 40.5 2 893.9749999999999 15 3
0.25 0.6 87 88.0875 2 982.0624999999999 15 4
0.25 0.65 38 38 1 693.2325 7 0
0.25 0.65 60 60 1 753.2325 7 1
0.25 0.65 23 23 1 808.8575 7 2
0.25 0.65 59 59 1 952.9749999999999 7 3
0.25 0.65 41 41 1 1023.0624999999999 7 4
0.25 0.7 53 53.6625 2 746.895 6 0
0.25 0.7 99 100.2375 2 853.4699999999999 6 1
0.25 0.7 60 60.75 2 914.2199999999999 6 2
0.25 0.7 13 13.1625 2 966.1374999999999 6 3
0.25 0.7 53 53.6625 2 1076.725 6 4
0.25 0.75 91 91 1 837.895 11 0
0.25 0.75 61 61 1 914.4699999999999 11 1
0.25 0.75 1 1 1 915.4699999999999 11 2
0.25 0.75 9 9 1 975.1374999999999 11 3
0.25 0.75 72 72 1 1148.725 11 4
0.25 0.8 68 70.04 3 907.935 18 0
0.25 0.8 5 5.15 3 919.6199999999999 18 1
0.25 0.8 77 79.31 3 998.9299999999998 18 2
0.25 0.8 51 52.53 3 1051.4599999999998 18 3
0.25 0.8 68 70.04 3 1218.7649999999999 18 4
0.25 0.85 36 36 1 943.935 5 0
0.25 0.85 70 70 1 1013.935 5 1
0.25 0.85 45 45 1 1058.935 5 2
0.25 0.85 91 91 1 1149.935 5 3
0.25 0.85 35 35 1 1253.7649999999999 5 4
0.25 0.9 87 89.61 3 1033.5449999999998 9 0
0.25 0.9 56 57.68 3 1091.225 9 1
0.25 0.9 64 65.91999999999999 3 1157.145 9 2
0.25 0.9 85 87.55 3 1244.695 9 3
0.25 0.9 13 13.389999999999999 3 1267.155 9 4
0.25 0.95 94 94 1 1127.5449999999998 19 0
0.25 0.95 77 77 1 1204.5449999999998 19 1
0.25 0.95 40 40 1 1244.5449999999998 19 2
0.25 0.95 31 31 1 1275.695 19 3
0.25 0.95 28 28 1 1303.695 19 4
0.25 0.0 12 12 1 12 14 0
0.25 0.0 47 47 1 59 14 1
0.25 0.0 63 63 1 122 14 2
0.25 0.0 56 56 1 178 14 3
0.25 0.0 47 47 1 225 14 4
0.25 0.05 36 36 1 48 5 0
0.25 0.05 70 70 1 129 5 1
0.25 0.05 45 45 1 174 5 2
0.25 0.05 91 91 1 269 5 3
0.25 0.05 35 35 1 304 5 4
0.25 0.1 68 68.34 3 116.34 18 0
0.25 0.1 5 5.025 3 134.025 18 1
0.25 0.1 77 77.385 3 251.385 18 2
0.25 0.1 51 51.255 3 320.255 18 3
0.25 0.1 68 68.34 3 388.595 18 4
0.25 0.15 29 29 1 145.34 13 0
0.25 0.15 75 75 1 220.34 13 1
0.25 0.15 41 41 1 292.385 13 2
0.25 0.15 41 41 1 361.255 13 3
0.25 0.15 49 49 1 437.595 13 4
0.25 0.2 87 87.435 3 232.775 9 0
0.25 0.2 56 56.28 3 289.055 9 1
0.25 0.2 64 64.32 3 356.705 9 2
0.25 0.2 85 85.425 3 446.68 9 3
0.25 0.2 13 13.065 3 459.745 9 4
0.25 0.25 15 15 1 247.775 2 0
0.25 0.25 11 11 1 300.055 2 1
0.25 0.25 49 49 1 405.705 2 2
0.25 0.25 31 31 1 477.68 2 3
0.25 0.25 20 20 1 497.68 2 4
0.25 0.3 53 53 2 300.775 6 0
0.25 0.3 99 99 2 399.775 6 1
0.25 0.3 60 60 2 465.705 6 2
0.25 0.3 13 13 2 490.68 6 3
0.25 0.3 53 53 2 550.6800000000001 6 4
0.25 0.35 76 76 1 376.775 10 0
0.25 0.35 3 3 1 402.775 10 1
0.25 0.35 7 7 1 472.705 10 2
0.25 0.35 85 85 1 575.6800000000001 10 3
0.25 0.35 86 86 1 661.6800000000001 10 4
0.25 0.4 77 77 2 453.775 15 0
0.25 0.4 14 14 2 467.775 15 1
0.25 0.4 47 47 2 519.7049999999999 15 2
0.25 0.4 40 40 2 615.6800000000001 15 3
0.25 0.4 87 87 2 748.6800000000001 15 4
0.25 0.45 14 14 2 467.775 12 0
0.25 0.45 73 73 2 540.775 12 1
0.25 0.45 63 63 2 603.775 12 2
0.25 0.45 39 39 2 654.6800000000001 12 3
0.25 0.45 8 8 2 756.6800000000001 12 4
0.25 0.5 71 71.8875 2 539.6625 3 0
0.25 0.5 99 100.2375 2 641.0124999999999 3 1
0.25 0.5 15 15.1875 2 656.1999999999999 3 2
0.25 0.5 68 68.85 2 725.05 3 3
0.25 0.5 85 86.0625 2 842.7425000000001 3 4
0.25 0.55 27 27 1 566.6625 8 0
0.25 0.55 5 5 1 646.0124999999999 8 1
0.25 0.55 57 57 1 713.1999999999999 8 2
0.25 0.55 49 49 1 774.05 8 3
0.25 0.55 69 69 1 911.7425000000001 8 4
0.25 0.6 54 54.945 3 621.6075000000001 0 0
0.25 0.6 79 80.3825 3 726.395 0 1
0.25 0.6 16 16.279999999999998 3 742.675 0 2
0.25 0.6 66 67.155 3 841.2049999999999 0 3
0.25 0.6 58 59.015 3 970.7575 0 4
0.25 0.65 32 32 1 653.6075000000001 16 0
0.25 0.65 21 21 1 747.395 16 1
0.25 0.65 26 26 1 773.395 16 2
0.25 0.65 54 54 1 895.2049999999999 16 3
0.25 0.65 58 58 1 1028.7575000000002 16 4
0.25 0.7 77 77 1 730.6075000000001 4 0
0.25 0.7 56 56 1 803.395 4 1
0.25 0.7 89 89 1 892.395 4 2
0.25 0.7 78 78 1 973.2049999999999 4 3
0.25 0.7 53 53 1 1081.7575000000002 4 4
0.25 0.75 83 83 1 813.6075000000001 1 0
0.25 0.75 3 3 1 816.6075000000001 1 1
0.25 0.75 89 89 1 981.395 1 2
0.25 0.75 58 58 1 1039.395 1 3
0.25 0.75 56 56 1 1137.7575000000002 1 4
0.25 0.8 38 38 1 851.6075000000001 7 0
0.25 0.8 60 60 1 911.6075000000001 7 1
0.25 0.8 23 23 1 1004.395 7 2
0.25 0.8 59 59 1 1098.395 7 3
0.25 0.8 41 41 1 1178.7575000000002 7 4
0.25 0.85 87 87 1 938.6075000000001 17 0
0.25 0.85 86 86 1 1024.6075 17 1
0.25 0.85 75 75 1 1099.6075 17 2
0.25 0.85 77 77 1 1176.6075 17 3
0.25 0.85 18 18 1 1196.7575000000002 17 4
0.25 0.9 91 91 1 1029.6075 11 0
0.25 0.9 61 61 1 1090.6075 11 1
0.25 0.9 1 1 1 1100.6075 11 2
0.25 0.9 9 9 1 1185.6075 11 3
0.25 0.9 72 72 1 1268.7575000000002 11 4
0.25 0.95 94 94 1 1123.6075 19 0
0.25 0.95 77 77 1 1200.6075 19 1
0.25 0.95 40 40 1 1240.6075 19 2
0.25 0.95 31 31 1 1271.6075 19 3
0.25 0.95 28 28 1 1299.6075 19 4
0.25 0.0 27 27 1 27 8 0
0.25 0.0 5 5 1 32 8 1
0.25 0.0 57 57 1 89 8 2
0.25 0.0 49 49 1 138 8 3
0.25 0.0 69 69 1 207 8 4
0.25 0.05 12 12 1 39 14 0
0.25 0.05 47 47 1 86 14 1
0.25 0.05 63 63 1 152 14 2
0.25 0.05 56 56 1 208 14 3
0.25 0.05 47 47 1 255 14 4
0.25 0.1 76 76 1 115 10 0
0.25 0.1 3 3 1 118 10 1
0.25 0.1 7 7 1 159 10 2
0.25 0.1 85 85 1 293 10 3
0.25 0.1 86 86 1 379 10 4
0.25 0.15 38 38 1 153 7 0
0.25 0.15 60 60 1 213 7 1
0.25 0.15 23 23 1 236 7 2
0.25 0.15 59 59 1 352 7 3
0.25 0.15 41 41 1 420 7 4
0.25 0.2 53 53 2 206 6 0
0.25 0.2 99 99 2 312 6 1
0.25 0.2 60 60 2 372 6 2
0.25 0.2 13 13 2 385 6 3
0.25 0.2 53 53 2 473 6 4
0.25 0.25 77 77 2 283 15 0
0.25 0.25 14 14 2 326 15 1
0.25 0.25 47 47 2 419 15 2
0.25 0.25 40 40 2 459 15 3
0.25 0.25 87 87 2 560 15 4
0.25 0.3 32 32 1 315 16 0
0.25 0.3 21 21 1 347 16 1
0.25 0.3 26 26 1 445 16 2
0.25 0.3 54 54 1 513 16 3
0.25 0.3 58 58 1 618 16 4
0.25 0.35 29 29 1 344 13 0
0.25 0.35 75 75 1 422 13 1
0.25 0.35 41 41 1 486 13 2
0.25 0.35 41 41 1 554 13 3
0.25 0.35 49 49 1 667 13 4
0.25 0.4 87 87 1 431 17 0
0.25 0.4 86 86 1 517 17 1
0.25 0.4 75 75 1 592 17 2
0.25 0.4 77 77 1 669 17 3
0.25 0.4 18 18 1 687 17 4
0.25 0.45 15 15 1 446 2 0
0.25 0.45 11 11 1 528 2 1
0.25 0.45 49 49 1 641 2 2
0.25 0.45 31 31 1 700 2 3
0.25 0.45 20 20 1 720 2 4
0.25 0.5 71 71.8875 2 517.8875 3 0
0.25 0.5 99 100.2375 2 628.2375 3 1
0.25 0.5 15 15.1875 2 656.1875 3 2
0.25 0.5 68 68.85 2 768.85 3 3
0.25 0.5 85 86.0625 2 854.9125 3 4
0.25 0.55 77 77 1 594.8875 4 0
0.25 0.55 56 56 1 684.2375 4 1
0.25 0.55 89 89 1 773.2375 4 2
0.25 0.55 78 78 1 851.2375 4 3
0.25 0.55 53 53 1 907.9125 4 4
0.25 0.6 54 54.945 3 649.8325000000001 0 0
0.25 0.6 79 80.3825 3 764.6199999999999 0 1
0.25 0.6 16 16.279999999999998 3 789.5174999999999 0 2
0.25 0.6 66 67.155 3 918.3924999999999 0 3
0.25 0.6 58 59.015 3 977.4074999999999 0 4
0.25 0.65 87 88.52250000000001 3 738.3550000000001 9 0
0.25 0.65 56 56.980000000000004 3 821.5999999999999 9 1
0.25 0.65 64 65.11999999999999 3 886.7199999999999 9 2
0.25 0.65 85 86.4875 3 1004.8799999999999 9 3
0.25 0.65 13 13.2275 3 1018.1074999999998 9 4
0.25 0.7 91 91 1 829.3550000000001 11 0
0.25 0.7 61 61 1 890.3550000000001 11 1
0.25 0.7 1 1 1 891.3550000000001 11 2
0.25 0.7 9 9 1 1013.8799999999999 11 3
0.25 0.7 72 72 1 1090.1074999999998 11 4
0.25 0.75 83 83 1 912.3550000000001 1 0
0.25 0.75 3 3 1 915.3550000000001 1 1
0.25 0.75 89 89 1 1004.3550000000001 1 2
0.25 0.75 58 58 1 1071.8799999999999 1 3
0.25 0.75 56 56 1 1146.1074999999998 1 4
0.25 0.8 36 36 1 948.3550000000001 5 0
0.25 0.8 70 70 1 1018.3550000000001 5 1
0.25 0.8 45 45 1 1063.355 5 2
0.25 0.8 91 91 1 1162.8799999999999 5 3
0.25 0.8 35 35 1 1197.8799999999999 5 4
0.25 0.85 68 70.04 3 1018.3950000000001 18 0
0.25 0.85 5 5.15 3 1023.5450000000001 18 1
0.25 0.85 77 79.31 3 1142.665 18 2
0.25 0.85 51 52.53 3 1215.4099999999999 18 3
0.25 0.85 68 70.04 3 1285.4499999999998 18 4
0.25 0.9 14 14.35 2 1032.7450000000001 12 0
0.25 0.9 73 74.825 2 1107.5700000000002 12 1
0.25 0.9 63 64.575 2 1207.24 12 2
0.25 0.9 39 39.975 2 1255.3849999999998 12 3
0.25 0.9 8 8.2 2 1293.6499999999999 12 4
0.25 0.95 94 94 1 1126.7450000000001 19 0
0.25 0.95 77 77 1 1203.7450000000001 19 1
0.25 0.95 40 40 1 1247.24 19 2
0.25 0.95 31 31 1 1286.3849999999998 19 3
0.25 0.95 28 28 1 1321.6499999999999 19 4
0.25 0.0 15 15 1 15 2 0
0.25 0.0 11 11 1 26 2 1
0.25 0.0 49 49 1 75 2 2
0.25 0.0 31 31 1 106 2 3
0.25 0.0 20 20 1 126 2 4
0.25 0.05 32 32 1 47 16 0
0.25 0.05 21 21 1 68 16 1
0.25 0.05 26 26 1 101 16 2
0.25 0.05 54 54 1 160 16 3
0.25 0.05 58 58 1 218 16 4
0.25 0.1 36 36 1 83 5 0
0.25 0.1 70 70 1 153 5 1
0.25 0.1 45 45 1 198 5 2
0.25 0.1 91 91 1 289 5 3
0.25 0.1 35 35 1 324 5 4
0.25 0.15 77 77 2 160 15 0
0.25 0.15 14 14 2 174 15 1
0.25 0.15 47 47 2 245 15 2
0.25 0.15 40 40 2 329 15 3
0.25 0.15 87 87 2 416 15 4
0.25 0.2 27 27 1 187 8 0
0.25 0.2 5 5 1 192 8 1
0.25 0.2 57 57 1 302 8 2
0.25 0.2 49 49 1 378 8 3
0.25 0.2 69 69 1 485 8 4
0.25 0.25 12 12 1 199 14 0
0.25 0.25 47 47 1 246 14 1
0.25 0.25 63 63 1 365 14 2
0.25 0.25 56 56 1 434 14 3
0.25 0.25 47 47 1 532 14 4
0.25 0.3 76 76 1 275 10 0
0.25 0.3 3 3 1 278 10 1
0.25 0.3 7 7 1 372 10 2
0.25 0.3 85 85 1 519 10 3
0.25 0.3 86 86 1 618 10 4
0.25 0.35 29 29 1 304 13 0
0.25 0.35 75 75 1 379 13 1
0.25 0.35 41 41 1 420 13 2
0.25 0.35 41 41 1 560 13 3
0.25 0.35 49 49 1 667 13 4
0.25 0.4 77 77 1 381 4 0
0.25 0.4 56 56 1 437 4 1
0.25 0.4 89 89 1 526 4 2
0.25 0.4 78 78 1 638 4 3
0.25 0.4 53 53 1 720 4 4
0.25 0.45 53 53 2 434 6 0
0.25 0.45 99 99 2 536 6 1
0.25 0.45 60 60 2 596 6 2
0.25 0.45 13 13 2 651 6 3
0.25 0.45 53 53 2 773 6 4
0.25 0.5 87 87 1 521 17 0
0.25 0.5 86 86 1 622 17 1
0.25 0.5 75 75 1 697 17 2
0.25 0.5 77 77 1 774 17 3
0.25 0.5 18 18 1 792 17 4
0.25 0.55 71 71.8875 2 592.8875 3 0
0.25 0.55 99 100.2375 2 722.2375 3 1
0.25 0.55 15 15.1875 2 737.425 3 2
0.25 0.55 68 68.85 2 842.85 3 3
0.25 0.55 85 86.0625 2 928.9125 3 4
0.25 0.6 87 88.52250000000001 3 681.4100000000001 9 0
0.25 0.6 56 56.980000000000004 3 779.2175 9 1
0.25 0.6 64 65.11999999999999 3 844.3375 9 2
0.25 0.6 85 86.4875 3 930.8249999999999 9 3
0.25 0.6 13 13.2275 3 944.0524999999999 9 4
0.25 0.65 91 91 1 772.4100000000001 11 0
0.25 0.65 61 61 1 840.2175 11 1
0.25 0.65 1 1 1 845.3375 11 2
0.25 0.65 9 9 1 939.8249999999999 11 3
0.25 0.65 72 72 1 1016.0524999999999 11 4
0.25 0.7 54 54.945 3 827.3550000000001 0 0
0.25 0.7 79 80.3825 3 920.5999999999999 0 1
0.25 0.7 16 16.279999999999998 3 936.8799999999999 0 2
0.25 0.7 66 67.155 3 1006.9799999999999 0 3
0.25 0.7 58 59.015 3 1075.0674999999999 0 4
0.25 0.75 68 69.19 3 896.5450000000001 18 0
0.25 0.75 5 5.0875 3 925.6874999999999 18 1
0.25 0.75 77 78.34750000000001 3 1015.2274999999998 18 2
0.25 0.75 51 51.892500000000005 3 1067.12 18 3
0.25 0.75 68 69.19 3 1144.2575 18 4
0.25 0.8 38 38 1 934.5450000000001 7 0
0.25 0.8 60 60 1 994.5450000000001 7 1
0.25 0.8 23 23 1 1038.2275 7 2
0.25 0.8 59 59 1 1126.12 7 3
0.25 0.8 41 41 1 1185.2575 7 4
0.25 0.85 83 83 1 1017.5450000000001 1 0
0.25 0.85 3 3 1 1020.5450000000001 1 1
0.25 0.85 89 89 1 1127.2275 1 2
0.25 0.85 58 58 1 1185.2275 1 3
0.25 0.85 56 56 1 1241.2575 1 4
0.25 0.9 14 14.35 2 1031.895 12 0
0.25 0.9 73 74.825 2 1106.72 12 1
0.25 0.9 63 64.575 2 1191.8025 12 2
0.25 0.9 39 39.975 2 1231.7775 12 3
0.25 0.9 8 8.2 2 1249.4575 12 4
0.25 0.95 94 94 1 1125.895 19 0
0.25 0.95 77 77 1 1202.895 19 1
0.25 0.95 40 40 1 1242.895 19 2
0.25 0.95 31 31 1 1273.895 19 3
0.25 0.95 28 28 1 1301.895 19 4
